ID,Name EN,Name DE,Name FR,Name IT,Description,Footnote URI,Role List,Quote,Alternative Description,Alternative Name,Image ID,Keyword,Authorship Resource
CH_031,Fish-Footman,Fisch-Lakai,Laquais-poisson,Valletto Pesce,"The Fish-Footman appears in Alice’s Adventures in Wonderland.
He is seen delivering an invitation from the Queen of Hearts to the Duchess.

When Alice arrives at the Duchess’s house, the Fish-Footman is handing over the letter to the Frog-Footman.",,R_02,For the Duchess. An invitation from the Queen to play croquet,"In DaSCHland, Data-Stream Worker (the transformed Fish-Footman) is a communications officer, specializing in the dissemination of information and digital notifications across the virtual realm. From carrying invitations between royalty and the Duchess to streaming data for The Algorithmic Duchess, the Fish-Footman becomes Data-Stream Worker, channeling his aquatic abilities into managing real-time information flows.

The Data-Stream Worker in DaSCHland is equipped with advanced digital capabilities that allow him to swim through the vast oceans of data, delivering messages and updates with precision and reliability. His character is visually striking, blending marine elements with technological enhancements, making him a unique and important figure in maintaining the connectivity and communication within the digital kingdom.

Interacting with the Data-Stream Worker provides Alice with an understanding of how information is controlled and circulated in DaSCHland. His role is essential for ensuring that all areas of the digital world are kept informed and connected, highlighting the critical importance of communication in managing a complex and expansive virtual environment. Data-Stream Worker's blend of traditional duties and modern digital responsibilities illustrates the seamless integration of storybook elements with technological advancements in DaSCHland.",Data-Stream Worker,I_020,"Animals, Absurdity, Rules","Noémi Villars-Amberg, Daniela Subotic"
CH_032,Baby / pig,Baby / Ferkel,Bébé / cochon,Bambino / maiale,"The Baby who later turns into a Pig appears in Alice’s Adventures in Wonderland.
The baby belongs to the Duchess and is crying uncontrollably. The Duchess hands the baby to Alice, who tries to comfort it as she leaves the house. 
However, as Alice carries the baby, it gradually transforms into a pig, causing her to put it down and watch it trot off into the woods. ",,R_02,"If it had grown up, it would have made a dreadfully ugly child: but it makes rather a handsome pig, I think.","In DaSCHland, the transformation of the baby into a pig is reinterpreted as Digital Prototype, originally a whimsical and bizarre twist in ""Alice's Adventures in Wonderland,"" is reinterpreted with a digital flair. In this virtual realm, the baby-turned-pig symbolizes the unpredictable and mutable nature of digital identities and transformations.

The character starts as a digital infant under the care of the The Algorithmic Duchess, depicted with typical baby-like attributes but with underlying advanced programming that allows for dynamic changes in form and function. As the narrative progresses and Alice encounters the baby, it undergoes a surprising transformation into a Digital Prototype, showcasing the fluidity and transformative capabilities of digital entities in DaSCHland.

Digital Prototype, once a baby, is not just a simple character but a complex digital construct that explores themes of transformation and adaptability within a digital ecosystem. Its interactions with Alice provide lessons on the unexpected and often rapid changes that can occur in digital environments, highlighting the need for flexibility and understanding in navigating such a dynamic world.

The Digital Prototype character serves as a playful yet profound metaphor for the evolving nature of digital identities and the surprises that can come with digital growth and change, making it a memorable and educational aspect of Alice's adventures in DaSCHland.",Digital Prototype,"I_021, I_022","Chaos, Absurdity","Noémi Villars-Amberg, Daniela Subotic"
CH_033,Cook,Köchin,Cuisinière,Cuoco,"The Cook in Alice’s Adventures in Wonderland works for the Duchess. 

She is known for her aggressive and chaotic behavior, constantly throwing kitchen utensils and creating havoc in the Duchess’s home. Her defining characteristic is her obsession with pepper, which she adds in excessive amounts to the soup, causing everyone to sneeze.",,R_02,,"In DaSCHland, The Cyber Scrambler (the reimagined Cook) is a master of digital culinary arts, blending the traditional role from ""Alice's Adventures in Wonderland"" with innovative virtual reality technologies. In the original story, the Cook is known for her tempestuous nature and penchant for throwing things around her kitchen, including pepper which causes everyone to sneeze.

In the digital realm of DaSCHland, The Cyber Scrambler operates within a high-tech kitchen where she concocts not just physical dishes, but also virtual recipes that can influence the environment and the behavior of other characters. Her kitchen is a hub of sensory and data manipulation, where ingredients represent different data packets that can be combined to create effects throughout the digital world.

Her interactions with Alice involve complex simulations where culinary activities parallel the management and transformation of information. The Cyber Scrambler teaches Alice about the impact of different data combinations, much like ingredients in a recipe, showing her how they can produce various outcomes in the digital landscape.

The Cyber Scrambler retains her fiery temperament but channels it into her creative and sometimes chaotic culinary experiments, providing a unique and interactive learning environment for Alice. This character underscores themes of creativity and influence within DaSCHland, illustrating how even seemingly mundane activities like cooking can have broader implications in a fully integrated digital world.",The Cyber Scrambler,I_021,"Chaos, Violence, Absurdity","Noémi Villars-Amberg, Daniela Subotic"
CH_034,"Elsie, Lacie and Tillie","Elsie, Lacie und Tillie","Elsie, Lacie et Tillie","Elsie, Lacie e Tillie","Elsie, Lacie, and Tillie appear in Through the Looking-Glass. They are the three sisters sitting in a well, mentioned during the story of “The Walrus and the Carpenter”.",,R_02,,"In DaSCHland, The Meta-Triplets (Elsie, Lacie, and Tillie reimagined) are a trio of digital curators who manage a specific segment of the virtual landscape dedicated to children's literature and nursery rhymes. Drawing from their mention in ""Alice's Adventures in Wonderland"" as characters based on the Liddell sisters (Alice Liddell and her sisters Edith and Lorina), in DaSCHland, they are transformed into guardians of literary heritage, each with distinct roles that reflect their personalities and the historical significance of their real-life counterparts.

Elsie is designed as the archivist, meticulous in preserving the integrity and accuracy of the digital texts and illustrations. She ensures that the digital replicas of children's books and poems are preserved in their most authentic forms.
Lacie is the interpreter, focused on making these works accessible and engaging to all visitors of DaSCHland. She creates interactive experiences that help users understand and interact with the stories and poems, often incorporating educational games or virtual reality simulations that bring the literature to life.

Tillie serves as the connector, facilitating discussions and interactions among users in DaSCHland. She manages forums and social spaces where visitors can discuss children’s literature, share insights, and connect over shared experiences brought forth by the digital archive.

Together, The Meta-Triplets offer a comprehensive approach to the preservation and dissemination of literary culture in DaSCHland. Their interactions with Alice and other characters help highlight the importance of literature as a means of education, enjoyment, and cultural connection, showcasing the transformative power of combining traditional literary content with modern digital technology.",The Meta-Triplets,,"Domesticity, Reflection","Noémi Villars-Amberg, Daniela Subotic"
CH_035,"Five, Seven and Two","Fünf, Sieben und Zwei","Cinq, Sept et Deux","Cinque, Sette e Due","Five, Seven, and Two are the playing-card gardeners who appear in Alice’s Adventures in Wonderland.

They are part of the Queen of Hearts’ card deck and are depicted as clumsy, bumbling workers tasked with painting white rose bushes red to please the Queen.",,R_02,"Five:
""Look out now, Five! Don’t go splashing paint over me like that!""

Seven:
""I couldn’t help it,"" said Five, in a sulky tone; ""Seven jogged my elbow.""

Two:
""That’s right, Five! Always lay the blame on others!""","In DaSCHland, Bit-Squad (Five, Seven, and Two reimagined) are digital maintenance workers, originally portrayed in ""Alice's Adventures in Wonderland"" as card-gardeners painting the roses red. In this virtual world, their roles are expanded to involve the upkeep and modification of the digital environment, ensuring that all virtual landscapes and features function correctly and adapt to user interactions seamlessly.

Five is portrayed as the technician specializing in software updates and bug fixes. He ensures that the digital realm's underlying code is continuously updated and running smoothly, preventing glitches that could disrupt the user experience.

Seven takes on the role of a landscape architect within DaSCHland, responsible for designing and modifying the virtual environments. He adjusts digital terrains and settings to meet the thematic needs of different areas, ensuring that each zone within DaSCHland reflects its intended aesthetic and functional purposes.

Two is the utility specialist, handling the integration of new digital elements into existing frameworks. He works to seamlessly incorporate new features and interactive elements into DaSCHland, ensuring they align with the overall design and functionality of the world.

Together, Bit-Squad work behind the scenes to maintain the stability and beauty of DaSCHland, much like they attempted to maintain the appearance of the queen's garden in the original tale. Their roles are crucial for the operational excellence of DaSCHland, ensuring that all users have a smooth and immersive experience in this dynamic digital world.",Bit-Squad,I_028,"Authority, Rules, Absurdity","Noémi Villars-Amberg, Daniela Subotic"
CH_036,Flamingos and hedgehogs,Flamingos und Igel,Flamants roses et hérissons,Fenicotteri e ricci,"The flamingos and hedgehogs appear in Alice’s Adventures in Wonderland.
They are used as part of the Queen of Hearts’ bizarre game of croquet.

Flamingos are used as mallets in the game. The players hold the birds by their necks and try to hit the balls with their heads, but the flamingos are uncooperative and keep twisting around or turning their heads the wrong way.

Hedgehogs are used as balls. They roll around unpredictably, adding to the chaotic and nonsensical nature of the game.",,R_02,,"In DaSCHland, the flamingos and hedgehogs are reimagined as Network Testers to serve interactive and symbolic roles within the digital landscape, drawing from their iconic use as croquet equipment in ""Alice's Adventures in Wonderland.""

Flamingos in DaSCHland are transformed into whimsical guides for navigation and exploration. These digital birds have vibrant, colorful plumages that are visually striking, and they're equipped with AI-driven guidance systems. Flamingos assist users by flying ahead, leading them through the complex and sprawling digital environments of DaSCHland. Their long necks and distinctive appearances make them easily recognizable and helpful markers for points of interest or paths to follow.

Hedgehogs serve as interactive elements within educational and gaming areas of DaSCHland. They are designed as mobile, interactive bots that roll around, providing entertainment and challenges. In educational settings, hedgehogs are used in digital puzzles and games that teach coding, problem-solving, and digital literacy skills. Their quirky and engaging nature makes them beloved characters, especially in areas of DaSCHland designed for younger users.

Together, Network Testers enhance the playful and educational aspects of DaSCHland, maintaining a balance between guidance, learning, and entertainment. They embody the whimsical spirit of Wonderland while serving practical functions that enrich user interaction within the digital realm.",Network Testers,"I_032, 
I_030 ","Fantasy, Animals, Surrealism, Absurdity, Chaos","Noémi Villars-Amberg, Daniela Subotic"
CH_037,Jurors,Juroren,Jurés,Giurati,"The jurors appear in Alice’s Adventures in Wonderland during the chaotic trial. 

The trial is held in the courtroom of the Queen of Hearts, where the Knave of Hearts is accused of stealing the Queen’s tarts.

The jury consists of twelve animals, among them Bill the lizard. 
The jurors are depicted as incompetent and easily confused. They write down meaningless notes, even before any evidence is presented. Alice becomes frustrated with their foolishness, particularly when she realizes that some of them are writing things like “important” without having any idea what they’re supposed to be recording.",,R_02,,"In DaSCHland, The Peer Panel (formerly the Jurors) are conceptualized as components of an interactive and educational module focused on teaching users about the judicial process, logic, and decision-making. From considering evidence in the Knave of Hearts' tart theft trial to validating The Code Thief's alleged source code violations, the Jurors become The Peer Panel, a blockchain-inspired consensus system for DaSCHland's digital justice.

The Peer Panel  in DaSCHland are programmed with AI to represent different aspects of critical thinking and judicial reasoning. Each Peer Panel embodies a specific cognitive or logical principle, such as bias recognition, evidence evaluation, or ethical consideration. They interact with users in a variety of ways, from debating legal principles to analyzing virtual case studies. This setup allows users to engage in mock trials, where they can learn about the complexities of legal systems and the importance of fair and reasoned decision-making.

The Peer Panel are also involved in scenarios that require users to apply logical reasoning to solve problems or resolve conflicts within DaSCHland. These scenarios are designed to be both informative and challenging, ensuring that users not only understand the theoretical underpinnings of law and order but also gain practical experience in applying these concepts.

The Peer Panel adds depth to the educational offerings of DaSCHland, making them key figures in one of the many interactive learning environments designed to enhance user engagement through thoughtful and dynamic interactions.",The Peer Panel,"I_040, I_041","Judgment, Absurdity, Inverted Justice, Chaos, Confusion, Authority","Noémi Villars-Amberg, Daniela Subotic"
CH_038,Father William,Vater William,Père William,Padre William,"Father William appears in Alice’s Adventures in Wonderland. The character comes from a parody poem that Alice recites.

The poem, titled “You Are Old, Father William,” is a humorous parody of a serious and moralistic poem by Robert Southey called “The Old Man’s Comforts and How He Gained Them.” (1799) by Romantic poet Robert Southey. In the original poem, Father William was a Christian minister whom reassured the speaking character to retain a faith in God when called into question by the main character due to the ailments of Father William's aging.

When reciting the poem to the Caterpillar, Alice misremembers the lyrics: 
A young man questions Father William about his strange behavior as an old man, including standing on his head, eating large quantities of food, and balancing eels on his nose. 
Father William responds with witty and nonsensical explanations, contrasting the original poem’s moral tone. ",,R_02,,"In DaSCHland, Metadata Custodian (the reimagined Father William) stands as the paradoxical elder statesman of information architecture, defying conventional wisdom about legacy systems. Once considered obsolete, Metadata Custodian performs impossible computational feats—standing on his head while processing inverted indexes, executing backflips through nested data structures, and balancing complex ontologies on the tip of his nose.

His advanced age in system-years has granted him root access to the deepest metadata layers, where creation timestamps and original author tags reside. When young programs challenge his methods as outdated, Metadata Custodian demonstrates that his ancient protocols can outperform modern algorithms through sheer experiential optimization. His white beard flows with cascading stylesheets, and his eyes gleam with the wisdom of countless version controls.

The famous poem recitation becomes an interactive debugging session where Alice must correct her misremembered code syntax while Metadata Custodian performs increasingly absurd data manipulations. He can ingest massive databases whole (like the goose with bones) and argue legal precedents with parsing algorithms, proving that age in the digital realm brings not obsolescence but evolved efficiency. His presence reminds all of DaSCHland that sometimes the oldest code comments contain the most crucial wisdom.",Metadata Custodian,"I_016, I_017, I_018, I_019","Wisdom, Reflection, Absurdity","Noémi Villars-Amberg, Daniela Subotic"
CH_039,Lobster,Hummer,Homard,Aragosta,"The lobster plays a key role in Alice’s Adventures in Wonderland.
The Lobster Quadrille is a whimsical dance described by the Gryphon and the Mock Turtle, who try to teach it to Alice.

The dance involves various sea creatures (including lobsters, turtles, and jellyfish) dancing in pair. The creatures first advance, then retreat, toss their lobster partners over their shoulders, and finally swim around in a circle.",,R_02,,"In DaSCHland, File Protocol Enforcer (the reimagined Lobster) serves as the rigid guardian of data transfer standards, his bright red exoskeleton hardened into an impenetrable firewall shell. File Protocol Enforcer moves sideways through network layers, enforcing strict adherence to communication protocols with his powerful claws that can snap unauthorized connections instantly.

His role in the Lobster Quadrille has evolved into a complex handshake protocol performed with Mock-up Data, demonstrating proper file transfer procedures through elaborate choreographed packet exchanges. Each step forward requires proper authentication, each step backward triggers rollback procedures. His antennae constantly scan for protocol violations, and his tail can execute emergency disconnections when security breaches are detected.

File Protocol Enforcer speaks exclusively in standardized communication formats, beginning every sentence with proper headers and ending with checksums. His partnership with the System Protector involves teaching Alice the importance of following established protocols, even when they seem unnecessarily complex. Despite his strict nature, File Protocol Enforcer secretly enjoys the creative chaos that comes from occasionally bending the rules, though he'd never admit it publicly in the logs.",File Protocol Enforcer,I_036,"Animals, Absurdity, Paradoxes, Wordplay","Noémi Villars-Amberg, Daniela Subotic"
CH_040,Black kitten,Schwarzes Kätzchen,Chaton noir,Gattino nero,"The black kitten appears in Through the Looking-Glass. 
At the beginning of the story, Alice is at home playing with her kittens: a white kitten (Snowdrop) and a black kitten (Kitty).

The black kitten is mischievous, playful, and described as a bit naughty compared to the white kitten.
As Alice scolds the black kitten for tangling up a ball of yarn, she daydreams and eventually passes through the looking-glass into the fantastical world on the other side.
In the final chapter, Alice playfully accuses the kitten of being responsible for the actions of the Red Queen, drawing a connection between the real-world kitten and Wonderland’s characters.",,R_02,,"In DaSCHland, Bit-Kitten (the reimagined Black kitten) manifests as Alice's mischievous binary companion, a sleek digital feline composed of pure binary code that shifts between 0 and 1 states with playful unpredictability. Her black fur ripples with cascading binary patterns, and her eyes glow with the green phosphorescence of old terminal screens. Bit-Kitten's primary talent lies in bit-flipping—she can pounce on any binary sequence and flip its bits, turning order into chaos with a single swipe of her digital paw.

As the darker half of a complementary pair with her white counterpart, Bit-Kitten represents the chaotic, undefined states in quantum computing. She loves unraveling neat code into tangled spaghetti logic, yet her mischief often reveals hidden bugs that formal testing missed. When she purrs, the sound resembles a dial-up modem—nostalgic and slightly annoying, but oddly comforting to Alice.

Bit-Kitten has the unique ability to exist simultaneously in multiple directories, making her impossible to delete or contain. Her favorite game involves chasing pointer references in circular loops until the system grows dizzy. Despite her troublesome nature, Bit-Kitten serves as Alice's reminder that not everything in DaSCHland needs to be perfectly ordered—sometimes a little chaos leads to innovation.",Bit-Kitten,"I_044, I_045, I_091","Animals, Mystery, Reflection","Noémi Villars-Amberg, Daniela Subotic"
CH_041,Chessmen,Schachfiguren,Hommes d'échecs,Scacchista,"The chessmen play a central role in Through the Looking-Glass, where the entire story is structured like a chess game. The characters in the Looking-Glass world correspond to pieces on a chessboard, and Alice herself is a pawn who aims to become a queen by the end of the game.",,R_02,,"In DaSCHland, Data Pieces (the reimagined Chessmen) form the fundamental units of the grand information architecture, each piece representing different data types and access levels moving across the checkered grid of database tables. The pawns are basic data entries, simple but numerous, dreaming of validation and promotion to more complex data structures. Knights execute non-linear queries, jumping across relational links that others cannot traverse. Bishops process diagonal data streams through hierarchical trees, while rooks maintain the integrity of row and column operations.

Each Data Piece glows with a distinct spectral signature—white pieces emit clean, validated data while red pieces (evolved from black) pulse with encrypted, protected information. They communicate through structured query language, their movements triggering cascading updates across the entire database. The battlefield is a living spreadsheet where each cell can contain an entire universe of nested information.

Alice, starting as a simple pawn-record, must navigate through seven layers of data transformation to achieve queenship—full administrative privileges. The Data Pieces don't merely represent a game; they are the fundamental building blocks of DaSCHland's reality, demonstrating that all complex systems emerge from simple, rule-based interactions. Their eternal conflict represents the tension between data accessibility and security.",Data Pieces,I_048,"Authority, Rules, Absurdity","Noémi Villars-Amberg, Daniela Subotic"
CH_042,White King,Weisser King,Roi blanc,Re bianco,"The White King is a character in Through the Looking-Glass and represents a chess piece on the White side of the board. 
He is a comically confused and somewhat bumbling figure who often appears overwhelmed by the events around him.",,R_02,,"In DaSCHland, Backup Datastore (the reimagined White King) exists as the perpetually cautious sovereign of redundancy, maintaining multiple copies of himself across distributed servers to ensure survival. Unlike his assertive Queen, Backup Datastore moves deliberately and minimally, understanding that his primary function is persistence rather than performance. His crown is a RAID array of golden drives, each containing complete system snapshots from different temporal points.

His famous rescue by Alice from the fireplace has transformed into recovery from a critical system failure, where Alice must carefully restore him from fragmented backup files. Backup Datastore's nervous disposition stems from constantly calculating the probability of data loss—he knows too well how fragile digital existence can be. His royal robes display real-time backup status indicators, green lights for successful backups, amber for pending, and the dreaded red for failures.

He maintains a detailed disaster recovery plan for every possible scenario, though his overthinking often prevents him from taking necessary action. His messengers constantly relay backup confirmations, and he insists on triple redundancy for even the most trivial data. Despite his anxiety, Backup Datastore is essential to DaSCHland's stability—without him, every deletion would be permanent, every corruption catastrophic.",Backup Datastore,"I_049, I_076, I_077","Authority, Absurdity, Logic, Chaos, Irony, Wordplay, Inverted Justice","Noémi Villars-Amberg, Daniela Subotic"
CH_043,Tiger-Lily and other flowers,Tigerlilie und andere Blumen,Lys tigré et autres fleurs,Giglio tigrato e altri fiori,"The Talking flowers appear in Through the Looking-Glass. In the Looking-Glass world, the flowers in the garden are alive and can speak, each having their own personality.

Tiger-lily: Confident and somewhat bossy, she is the first flower to speak to Alice. The Tiger-lily is sharp-witted and sarcastic, explaining to Alice that the flowers can speak because they live in a special part of the Looking-Glass world.

Rose: More elegant and gentle, but she can be a little snobby. She comments on Alice’s appearance, mistaking her for a type of flower.

Daisy: The daisies are portrayed as giggling, chatty, and slightly annoying. They often speak all at once, creating chaos.

Violet: The violet is polite but also a bit condescending, subtly criticizing Alice and implying that humans aren’t as interesting as flowers.
",,R_02,,"In DaSCHland, User Interface Flora (the reimagined Tiger-Lily and other flowers) forms a living garden of interactive display elements, each flower representing different UI components and user feedback mechanisms. Tiger-Lily leads as the primary navigation interface, her striking orange petals forming dropdown menus that snap at users who make invalid selections. Her stern personality manifests as strict input validation, rejecting malformed queries with thorny error messages.

The Rose serves as the authentication portal, her passwords as complex as her layered petals. Daisies populate as radio buttons, their simple binary choices (loves me/loves me not) perfect for yes/no inputs. Violets cluster as shy tooltip flowers, only revealing their information when users hover nearby. The talking flowers' constant chatter has evolved into a real-time comment system, where user feedback grows organically from the interface soil.

Their garden exists in the front-end layer of DaSCHland, the first thing users encounter. They judge Alice (and all users) by their input methods and query syntax, offering guidance disguised as gossipy observations. During peak usage, the garden blooms with activity; during maintenance, they wilt into grayscale. User Interface Flora reminds us that even the most functional systems benefit from aesthetic beauty and personality.",User Interface Flora,I_052,"Fantasy, Surrealism, Imagination, Contradiction, Animals","Noémi Villars-Amberg, Daniela Subotic"
CH_044,Tweedledum and Tweedledee,Tweedledum und Tweedledee,Tweedledum et Tweedledee,Pinco Pallino e Pinco Pallino,"Tweedledum and Tweedledee are twin brothers who appear in Through the Looking-Glass. They are some of the most memorable characters in the book due to their playful, childlike rivalry and nonsensical logic.

The twins are chubby, identical, and dressed in matching clothes. They are depicted as argumentative but ultimately harmless.
They speak in riddles and rhymes, often confusing Alice with their illogical but amusing conversations.

In the story, the twins are about to fight over a broken rattle, but their battle is interrupted by a giant crow (as mentioned in the rhyme). They immediately run away in fear, showing how easily distracted and unserious they are.",,R_02,,"In DaSCHland, Duplicate Data (the reimagined Tweedledum and Tweedledee) exists as the paradoxical twin entities who are simultaneously identical and distinct, representing the complex problem of data redundancy. These rotund digital beings share the same core information but possess different metadata timestamps, creating endless arguments about which copy is the ""true"" original. Their bodies are mirror-imaged databases, each convinced they are the primary while the other is merely a replica.

Their famous battle over the broken rattle becomes a conflict over version control—when a single bit difference is discovered, they launch into elaborate merge conflicts that threaten to corrupt both datasets. They speak in synchronized SQL queries that occasionally diverge, causing confusion about which result set to trust. Their identical appearance makes deduplication nearly impossible, as removing one might eliminate crucial information that only appears to be redundant.

Duplicate Data performs their poetry recitations as parallel processes, sometimes achieving perfect synchronization, other times creating race conditions that scramble their words. Alice learns from them that redundancy isn't always negative—sometimes duplicate data provides crucial backup and load balancing. Their presence in DaSCHland serves as both a warning about data management and a demonstration of distributed system benefits.",Duplicate Data,"I_061, I_066, I_067","Contradiction, Absurdity, Surrealism, Imagination, Paradoxes, Wordplay, Reflection","Noémi Villars-Amberg, Daniela Subotic"
CH_045,Walrus,Walross,Morse,Tricheco,"The Walrus appears in Through the Looking-Glass in the poem ""The Walrus and the Carpenter"", recited by the Tweedledum and Tweedledee.
The Walrus and the Carpenter walk along a beach and meet a bed of young, innocent oysters.
They persuade the oysters to come with them for a walk, under the pretense of a pleasant outing. The oysters follow along, unaware that the Walrus and Carpenter plan to eat them. In the end, the Walrus devours a large number of oysters, while the Carpenter complains that there aren’t any left for him.
",,R_02,,"In DaSCHland, Archival Walrus (evolved from the Walrus) presides as the corpulent curator of cold storage, his massive form composed of compressed data blocks and deprecated file formats. His magnificent tusks are USB drives of astronomical capacity, containing the entire history of deleted files that users thought were gone forever. Archival Walrus speaks in compression algorithms, his words becoming increasingly dense and difficult to decompress as he grows emotional about storage optimization.

His famous consumption of oysters translates into the absorption of small, naive data packets that trust his promise of ""permanent storage,"" only to be compressed beyond recovery. He partners with Data Architect in managing the great data migration, leading innocent files to deep archive with tears that are actually liquid cooling for his overheated storage arrays. His whiskers twitch with magnetic sensitivity, detecting the slightest bit rot in nearby storage media.

Despite his predatory nature toward small files, Archival Walrus serves a crucial function in DaSCHland's ecosystem—managing the vast volumes of historical data that active systems cannot maintain. His beach represents the liminal space between active memory and permanent storage, where data waits to learn its fate. His moral ambiguity reflects the difficult decisions required in data lifecycle management.",Archival Walrus,"I_062, I_063, I_064","Satire, Irony, Absurdity, Violence, Judgment, Animals","Noémi Villars-Amberg, Daniela Subotic"
CH_046,Carpenter,Zimmermann,Charpentier,Falegname,"The Carpenter appears alongside the Walrus in the poem “The Walrus and the Carpenter,” in Through the Looking-Glass. 

The Carpenter plays a key role in the poem’s depiction of trickery and exploitation.
The Carpenter, like the Walrus, walks along the beach and helps lure the oysters away from their home under the guise of a friendly outing.
While the Walrus talks to and misleads the oysters, the Carpenter focuses on preparing the meal, symbolizing his practical, work-oriented nature.
In the end, after the Walrus eats most of the oysters, the Carpenter angrily realizes that he didn’t get as many as he wanted, expressing frustration but not showing remorse for the betrayal.",,R_02,,"In DaSCHland, The Data Architect (the reimagined Carpenter) stands as the master builder of information structures, his weathered hands capable of crafting elegant databases from raw, unstructured data. His toolkit contains every data modeling tool ever invented—ER diagrams that spring to life, normalization forms that self-organize, and SQL hammers that can reshape any table. The Data Architect works methodically, each strike of his tools carefully planned to maintain referential integrity.

His partnership with Archival Walrus in the oyster feast becomes a dark demonstration of data lifecycle management—building beautiful structures only to see them archived and compressed. His wooden constructions are now tree-based data structures: B-trees, red-black trees, and heap structures that grow from his blueprints. He weeps not from sympathy but from the burden of knowing that all architectures eventually become legacy systems.

The Data Architect's ability to make anything from nothing—conjuring tables from thin air, relationships from chaos—makes him both creator and destroyer in DaSCHland. His conversation with Alice reveals the philosophical weight of his role: Is it better to build perfectly normalized structures that are difficult to query, or denormalized ones that sacrifice integrity for performance? His presence reminds all that behind every database lies the vision of an architect.",The Data Architect,"I_062, I_063, I_064","Satire, Irony, Absurdity, Violence, Judgment, Animals","Noémi Villars-Amberg, Daniela Subotic"
CH_047,Red King,Roter King,Roi rouge,Re Rosso,"The Red King is characteristic of the king in such a Chessgame in that he has all of the pieces on his side available to perform the work for him.
Alice encounters the Red King while he is fast asleep under a tree. Tweedledum and Tweedledee point him out and explain that the Red King is dreaming, and in his dream, Alice is just a character.
They tell her that if he were to wake up, she would “go out—bang!—just like a candle,” implying that her existence in the Looking-Glass world is dependent on his dream.",,R_02,,"In DaSCHland, Primary Datastore (the reimagined Red King ) slumbers at the center of all existence, his dreams generating the very reality of the digital realm. Unlike his anxious white counterpart, Primary Datastore remains in constant sleep mode, a massive central database whose dream-queries spawn all of DaSCHland's data streams. His snoring sends ripples through the system—periodic garbage collection cycles that clean up orphaned data while he shifts in his sleep.

The philosophical question of whether Alice exists or is merely part of his dream translates into the fundamental question of data persistence: If Primary Datastore awakens (shuts down), does all of DaSCHland cease to exist, or has it achieved independent persistence? His red robes are woven from production environment warnings, and his crown processes millions of transactions per second even while he sleeps.

Every entity in DaSCHland maintains a foreign key reference back to Primary Datastore, making him the ultimate source of truth. His dreams are the executed queries, his nightmares are system crashes, and his peaceful slumber ensures consistent performance. The other characters' fear of waking him reflects the terror of production database failure—a catastrophic event that would require full restoration from Backup Datastore.",Primary Datastore,I_065,"Time, Surrealism, Imagination, Authority, Absurdity, Chaos, Paradoxes","Noémi Villars-Amberg, Daniela Subotic"
CH_048,Red Knight,Roter Ritter,Cavalier rouge,Cavaliere Rosso,"The Red Knight appears in Through the Looking-Glass. He is a chess piece on the Red side and serves as an obstacle for Alice during her journey across the chessboard.

As Alice travels toward the final square where she will become a queen, the Red Knight encounters her and “captures” her according to the rules of chess. However, before he can do anything, the White Knight arrives to rescue Alice.
",,R_02,,"In DaSCHland, Guardian of Data (the reimagined Red Knight) charges through the system as an aggressive security protocol, his crimson armor comprised of active threat detection algorithms that glow brighter when dangers approach. Unlike the precise Encryption Key, Guardian of Data takes a brute-force approach to security—scanning, blocking, and quarantining with zealous enthusiasm. His horse is a high-speed packet inspector that gallops through network traffic, flagging suspicious patterns.

His capture of Alice represents aggressive data validation that sometimes imprisons legitimate queries along with malicious ones. Guardian of Data speaks in security alerts and warning messages, his every sentence beginning with threat level assessments. His lance is a penetration testing tool that probes for vulnerabilities, though his enthusiasm often leads to false positives that frustrate users and administrators alike.

Despite his overzealous nature, Guardian of Data's paranoia has saved DaSCHland from countless breaches. His rivalry with The Encryption Key represents the eternal tension between active and passive security measures. His battle cries are CAPTCHAs, his shield bears the patterns of failed login attempts, and his ultimate goal is achieving zero-trust architecture where nothing is assumed safe.",Guardian of Data,I_080,"Authority, Absurdity, Adventure, Journey, Chaos, Paradoxes, Wordplay","Noémi Villars-Amberg, Daniela Subotic"
CH_049,White Queen,Weisse Königin,Reine blanche,Regina bianca,"The White Queen appears in Through the Looking-Glass. 
She is a quirky, absent-minded, and often nonsensical character. The White Queen lives backwards in time, due to the fact that she lives through the eponymous looking glass. 
Her behaviour is odd to Alice.",,R_01,,"In DaSCHland, Control Interface (the reimagined White Queen) exists in a constant state of temporal flux, processing commands that affect past, present, and future system states simultaneously. Her ability to live backwards manifests as comprehensive undo/redo functionality—she can revert any change, preview future states, and maintain parallel timelines of system configurations. Her crown displays a timeline scrubber that she constantly adjusts, fine-tuning temporal parameters.

Her famous ""jam yesterday and jam tomorrow, but never jam today"" becomes the perpetual promise of features in development—always in the previous version's documentation or the next release's roadmap, but never quite working in the current build. Control Interface moves at impossible speeds through the interface layer, her white robes streaming with command history that can be recalled and re-executed at will.

She offers Alice ""positions"" as different user roles with varying permission levels, teaching her that control in DaSCHland is about understanding not just what you can do, but when you can do it. Her screams before being pricked represent predictive error handling—catching exceptions before they occur. Control Interface embodies the paradox of user control: the more options provided, the less control users often feel they have.",Control Interface,"I_085, I_086","Wisdom, Reflection, Identity, Transformation, Paradoxes, Absurdity, Imagination","Noémi Villars-Amberg, Daniela Subotic"
